snst_iceblock 9 14 0
snst_ballpile 22 27 0
snst_ballpile 8 20 0
snst_ballpile 8 26 0
snst_iceblock 35 30 2
snst_iceblock 22 17 2
snst_iceblock 9 17 2
snst_iceblock 35 24 4
snst_ballpile 36 18 0
snst_ballpile 24 21 0
snst_iceblock 22 25 4
snst_iceblock 18 21 2
snst_ballpile 8 23 0
snst_ballpile 36 27 0
snst_iceblock 9 20 6
snst_ballpile 36 21 0
snst_ballpile 28 21 0
snst_iceblock 35 15 2
snst_iceblock 9 29 2
snst_iceblock 35 18 6
snst_iceblock 22 21 0
snst_iceblock 9 23 4
snst_ballpile 36 30 0
snst_ballpile 22 23 0
snst_ballpile 22 19 0
snst_ballpile 8 14 0
snst_ballpile 36 15 0
snst_iceblock 35 27 0
snst_iceblock 35 21 0
snst_iceblock 26 21 6
snst_ballpile 8 17 0
snst_ballpile 22 15 0
snst_iceblock 9 26 0
snst_ballpile 16 21 0
snst_ballpile 20 21 0
snst_ballpile 36 24 0
snst_ballpile 8 29 0
